Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,int_rate,FICO.Score,annual_inc,home_ownership
20000,16755.89,14.50%,36,debt_consolidation,25.4,MN,MORTGAGE,6916.67,715-719,10.0,26938.0,0.0,10+ years,14.5,715,83000.04,0
7000,7000.0,6.92%,36,debt_consolidation,17.15,CA,RENT,4583.33,735-739,13.0,6897.0,0.0,5 years,6.92,735,54999.96,3
20000,19900.0,10.25%,36,debt_consolidation,17.51,DE,MORTGAGE,7833.33,760-764,14.0,49898.0,0.0,5 years,10.25,760,93999.96,0
6000,6000.0,7.90%,36,major_purchase,20.13,PA,MORTGAGE,7750.0,725-729,16.0,7533.0,1.0,8 years,7.9,725,93000.0,0
14000,14000.0,7.66%,36,major_purchase,10.68,FL,MORTGAGE,21666.67,735-739,14.0,13850.0,3.0,1 year,7.66,735,260000.04,0
30000,30000.0,19.05%,36,debt_consolidation,14.77,CO,MORTGAGE,9166.67,685-689,20.0,22299.0,1.0,< 1 year,19.05,685,110000.04,0
18225,18200.0,17.58%,36,debt_consolidation,24.64,TX,MORTGAGE,5000.0,660-664,12.0,16398.0,2.0,7 years,17.58,660,60000.0,0
12000,12000.0,7.29%,36,other,16.15,VA,MORTGAGE,11667.0,720-724,9.0,113671.0,0.0,4 years,7.29,720,140004.0,0
10000,10000.0,12.12%,36,debt_consolidation,12.99,CA,MORTGAGE,5833.33,690-694,8.0,13885.0,0.0,6 years,12.12,690,69999.96,0
16300,16275.0,14.91%,36,credit_card,24.17,FL,MORTGAGE,5222.0,675-679,11.0,40988.0,1.0,10+ years,14.91,675,62664.0,0
11000,2116.76,13.87%,36,debt_consolidation,20.93,NY,OWN,4167.0,670-674,14.0,17436.0,0.0,2 years,13.87,670,50004.0,2
25000,20850.0,15.58%,60,small_business,0.6,CA,MORTGAGE,5666.67,785-789,2.0,0.0,4.0,10+ years,15.58,785,68000.04,0
24000,24000.0,12.12%,36,debt_consolidation,29.01,MD,MORTGAGE,7500.0,670-674,12.0,14804.0,1.0,< 1 year,12.12,670,90000.0,0
6000,6000.0,7.49%,36,major_purchase,8.81,NY,OWN,2462.75,715-719,11.0,8644.0,0.0,2 years,7.49,715,29553.0,2
10000,9975.0,11.49%,60,debt_consolidation,22.69,NV,MORTGAGE,5623.33,765-769,11.0,26898.0,1.0,10+ years,11.49,765,67479.96,0
2000,2000.0,8.90%,36,car,23.7,MI,OWN,3000.0,730-734,5.0,2117.0,1.0,10+ years,8.9,730,36000.0,2
6625,6600.0,11.14%,36,credit_card,10.12,PA,OWN,1916.67,690-694,10.0,5449.0,0.0,n/a,11.14,690,23000.04,2
20000,6350.01,16.71%,36,debt_consolidation,20.83,NY,RENT,5333.33,660-664,11.0,11881.0,4.0,1 year,16.71,660,63999.96,3
12000,11925.0,9.63%,36,other,9.12,WA,MORTGAGE,6250.0,745-749,8.0,5212.0,2.0,1 year,9.63,745,75000.0,0
4200,4200.0,7.29%,36,debt_consolidation,6.58,IL,RENT,5133.33,765-769,4.0,5475.0,1.0,4 years,7.29,765,61599.96,3
6950,6875.0,13.11%,36,other,12.51,TX,MORTGAGE,7916.67,715-719,5.0,1593.0,4.0,10+ years,13.11,715,95000.04,0
6000,6000.0,7.51%,36,major_purchase,4.74,IL,MORTGAGE,10916.0,765-769,18.0,6317.0,4.0,6 years,7.51,765,130992.0,0
8400,8400.0,10.99%,36,debt_consolidation,24.85,CA,MORTGAGE,7583.0,700-704,9.0,342.0,0.0,< 1 year,10.99,700,90996.0,0
5000,5000.0,7.88%,36,home_improvement,16.61,NJ,MORTGAGE,5833.33,725-729,18.0,19771.0,2.0,10+ years,7.88,725,69999.96,0
4750,4750.0,10.16%,36,credit_card,32.49,MO,MORTGAGE,3500.0,695-699,15.0,36512.0,0.0,10+ years,10.16,695,42000.0,0
15000,14925.0,10.75%,60,moving,17.55,NY,RENT,5761.0,785-789,12.0,2691.0,2.0,10+ years,10.75,785,69132.0,3
12000,12000.0,16.29%,36,home_improvement,5.07,WI,MORTGAGE,2916.67,670-674,13.0,10360.0,2.0,5 years,16.29,670,35000.04,0
4000,0.0,7.68%,36,other,10.74,GA,RENT,3417.0,790-794,11.0,2775.0,3.0,1 year,7.68,790,41004.0,3
12800,12700.0,12.61%,60,debt_consolidation,9.02,FL,RENT,5166.67,725-729,7.0,7942.0,0.0,5 years,12.61,725,62000.04,3
12000,11950.0,8.90%,60,car,9.75,CA,MORTGAGE,9866.0,795-799,9.0,2787.0,0.0,4 years,8.9,795,118392.0,0
9425,9425.0,13.49%,36,credit_card,15.71,CA,RENT,3750.0,670-674,12.0,15116.0,0.0,8 years,13.49,670,45000.0,3
28000,28000.0,12.42%,36,debt_consolidation,2.98,NY,MORTGAGE,27083.33,730-734,5.0,12888.0,1.0,5 years,12.42,730,324999.96,0
30000,29975.0,21.00%,60,debt_consolidation,17.12,TX,MORTGAGE,8666.67,710-714,8.0,47503.0,0.0,6 years,21.0,710,104000.04,0
9600,9600.0,18.39%,36,debt_consolidation,14.69,VA,MORTGAGE,5166.67,660-664,8.0,13041.0,1.0,10+ years,18.39,660,62000.04,0
7800,7242.07,12.84%,36,debt_consolidation,16.77,NY,RENT,6000.0,695-699,8.0,13835.0,0.0,4 years,12.84,695,72000.0,3
12000,12000.0,10.65%,36,debt_consolidation,26.06,GA,RENT,5833.33,720-724,15.0,24893.0,3.0,10+ years,10.65,720,69999.96,3
9600,9600.0,15.31%,36,debt_consolidation,12.82,PA,MORTGAGE,6000.0,675-679,13.0,11407.0,2.0,10+ years,15.31,675,72000.0,0
6000,6000.0,10.62%,36,credit_card,23.38,VA,MORTGAGE,5000.0,705-709,15.0,46125.0,1.0,2 years,10.62,705,60000.0,0
7500,7500.0,11.11%,60,debt_consolidation,23.63,NY,RENT,1820.0,720-724,13.0,4409.0,2.0,2 years,11.11,720,21840.0,3
7000,6950.0,6.03%,36,debt_consolidation,8.29,FL,OWN,2750.0,760-764,8.0,10860.0,0.0,4 years,6.03,760,33000.0,2
10000,10000.0,11.71%,36,debt_consolidation,5.85,NY,RENT,4333.33,685-689,8.0,7072.0,0.0,10+ years,11.71,685,51999.96,3
3200,2799.99,12.61%,36,credit_card,16.72,CA,MORTGAGE,6476.0,665-669,14.0,80837.0,4.0,10+ years,12.61,665,77712.0,0
13000,12850.0,10.38%,36,debt_consolidation,11.72,VA,MORTGAGE,10533.33,725-729,13.0,37252.0,0.0,< 1 year,10.38,725,126399.96,0
35000,35000.0,24.70%,60,debt_consolidation,8.26,AL,MORTGAGE,10000.0,660-664,12.0,21391.0,2.0,10+ years,24.7,660,120000.0,0
20800,20775.0,6.62%,36,credit_card,15.64,CA,MORTGAGE,10833.33,710-714,11.0,15192.0,0.0,10+ years,6.62,710,129999.96,0
1600,1600.0,16.29%,36,debt_consolidation,7.8,OR,RENT,2666.67,660-664,7.0,5504.0,2.0,6 years,16.29,660,32000.04,3
10050,9900.0,6.03%,36,small_business,20.72,TX,RENT,2500.0,750-754,11.0,13669.0,0.0,9 years,6.03,750,30000.0,3
8000,7997.85,17.99%,36,debt_consolidation,21.11,CA,MORTGAGE,8583.33,670-674,15.0,14584.0,3.0,5 years,17.99,670,102999.96,0
16000,16000.0,12.12%,36,debt_consolidation,24.3,CT,RENT,6250.0,715-719,8.0,10304.0,2.0,< 1 year,12.12,715,75000.0,3
11700,11675.0,7.90%,36,home_improvement,5.63,CA,MORTGAGE,3320.83,720-724,11.0,14301.0,0.0,10+ years,7.9,720,39849.96,0
13475,13475.0,12.12%,36,debt_consolidation,28.27,FL,MORTGAGE,5666.67,705-709,12.0,7722.0,1.0,7 years,12.12,705,68000.04,0
14500,14500.0,5.42%,36,home_improvement,7.15,OH,MORTGAGE,10000.0,800-804,9.0,40.0,0.0,10+ years,5.42,800,120000.0,0
5000,5000.0,14.61%,36,other,6.36,CA,RENT,3083.33,665-669,8.0,4680.0,4.0,5 years,14.61,665,36999.96,3
13600,13575.0,6.62%,36,debt_consolidation,17.31,CA,MORTGAGE,11250.0,750-754,11.0,77377.0,1.0,4 years,6.62,750,135000.0,0
2200,2200.0,8.90%,36,debt_consolidation,14.02,CA,RENT,7083.33,715-719,10.0,14980.0,1.0,10+ years,8.9,715,84999.96,3
9000,9000.0,9.76%,36,credit_card,18.67,NY,MORTGAGE,5833.33,705-709,12.0,12035.0,0.0,10+ years,9.76,705,69999.96,0
27925,27925.0,22.47%,60,debt_consolidation,3.94,FL,MORTGAGE,7000.0,685-689,14.0,9914.0,2.0,n/a,22.47,685,84000.0,0
9450,9450.0,14.33%,36,debt_consolidation,24.51,NY,RENT,2916.67,670-674,12.0,11555.0,0.0,4 years,14.33,670,35000.04,3
15175,15175.0,20.25%,60,debt_consolidation,18.78,WA,RENT,4333.33,665-669,6.0,18049.0,0.0,8 years,20.25,665,51999.96,3
10000,10000.0,7.49%,36,debt_consolidation,7.77,AZ,RENT,3166.67,735-739,4.0,0.0,0.0,1 year,7.49,735,38000.04,3
16000,16000.0,16.29%,36,debt_consolidation,20.62,FL,RENT,5416.67,680-684,13.0,14246.0,1.0,< 1 year,16.29,680,65000.04,3
13200,13200.0,15.31%,36,debt_consolidation,8.61,KY,MORTGAGE,3333.33,680-684,10.0,5400.0,3.0,10+ years,15.31,680,39999.96,0
20000,20000.0,18.75%,60,other,6.3,PA,RENT,15416.67,695-699,13.0,15026.0,3.0,< 1 year,18.75,695,185000.04,3
8500,8500.0,17.77%,36,other,18.0,MI,RENT,2583.33,665-669,9.0,13718.0,0.0,2 years,17.77,665,30999.96,3
3000,3000.0,14.27%,36,debt_consolidation,10.77,NY,OWN,3833.0,670-674,11.0,5515.0,1.0,< 1 year,14.27,670,45996.0,2
10000,10000.0,15.31%,36,credit_card,18.99,FL,MORTGAGE,5583.33,675-679,16.0,12723.0,1.0,2 years,15.31,675,66999.96,0
14075,14075.0,16.29%,36,debt_consolidation,11.02,NY,MORTGAGE,10416.67,700-704,10.0,7653.0,3.0,10+ years,16.29,700,125000.04,0
19000,19000.0,19.72%,60,credit_card,19.85,NY,RENT,4500.0,680-684,13.0,11388.0,1.0,3 years,19.72,680,54000.0,3
25000,11696.88,12.84%,36,small_business,5.52,IL,MORTGAGE,8666.67,760-764,9.0,1900.0,4.0,10+ years,12.84,760,104000.04,0
9000,9000.0,13.11%,36,credit_card,23.88,GA,MORTGAGE,4229.17,685-689,11.0,7496.0,0.0,1 year,13.11,685,50750.04,0
6775,6775.0,13.11%,36,debt_consolidation,10.2,NC,RENT,6666.67,685-689,14.0,5457.0,2.0,< 1 year,13.11,685,80000.04,3
2200,2200.0,15.23%,36,debt_consolidation,16.2,CA,RENT,2500.0,675-679,7.0,2476.0,2.0,2 years,15.23,675,30000.0,3
10800,10550.0,8.00%,36,home_improvement,6.82,CA,MORTGAGE,11250.0,790-794,7.0,10232.0,2.0,< 1 year,8.0,790,135000.0,0
16800,16800.0,14.33%,60,debt_consolidation,21.75,WV,MORTGAGE,6666.67,675-679,14.0,23740.0,0.0,1 year,14.33,675,80000.04,0
3500,3500.0,15.62%,36,home_improvement,14.41,GA,MORTGAGE,6833.33,660-664,7.0,11526.0,3.0,8 years,15.62,660,81999.96,0
9250,9250.0,18.79%,60,debt_consolidation,19.27,AK,MORTGAGE,4448.0,660-664,9.0,22704.0,0.0,10+ years,18.79,660,53376.0,0
23400,23400.0,7.49%,36,debt_consolidation,15.66,TX,RENT,5580.0,740-744,6.0,2086.0,0.0,1 year,7.49,740,66960.0,3
10375,10375.0,7.90%,36,debt_consolidation,27.64,MD,MORTGAGE,4500.0,745-749,7.0,0.0,0.0,5 years,7.9,745,54000.0,0
9325,9300.0,14.09%,36,debt_consolidation,21.35,DC,RENT,3333.33,695-699,10.0,27007.0,1.0,< 1 year,14.09,695,39999.96,3
18000,18000.0,21.48%,60,debt_consolidation,15.82,NY,RENT,6500.0,665-669,10.0,4256.0,0.0,10+ years,21.48,665,78000.0,3
5375,5375.0,8.90%,36,debt_consolidation,29.48,NC,RENT,3416.67,720-724,6.0,3007.0,2.0,< 1 year,8.9,720,41000.04,3
3700,3700.0,15.80%,36,credit_card,32.2,NY,RENT,3000.0,690-694,9.0,14151.0,0.0,1 year,15.8,690,36000.0,3
19125,19125.0,18.49%,36,debt_consolidation,9.1,MA,RENT,4166.67,675-679,8.0,19761.0,3.0,10+ years,18.49,675,50000.04,3
1625,1625.0,15.31%,36,major_purchase,4.32,TX,OWN,1666.67,745-749,3.0,1759.0,4.0,3 years,15.31,745,20000.04,2
26000,25975.0,16.77%,60,home_improvement,11.77,NC,MORTGAGE,4416.67,730-734,5.0,7560.0,1.0,10+ years,16.77,730,53000.04,0
6650,6650.0,18.25%,60,debt_consolidation,17.12,OH,MORTGAGE,3084.0,680-684,16.0,5646.0,2.0,3 years,18.25,680,37008.0,0
1000,1000.0,11.49%,36,debt_consolidation,21.36,CA,RENT,4666.67,670-674,16.0,26558.0,0.0,10+ years,11.49,670,56000.04,3
18000,17896.62,14.42%,36,wedding,7.89,TX,MORTGAGE,5833.33,720-724,5.0,18505.0,1.0,3 years,14.42,720,69999.96,0
8000,7975.0,12.84%,36,wedding,16.73,TX,MORTGAGE,3521.0,680-684,13.0,4075.0,0.0,3 years,12.84,680,42252.0,0
4575,4575.0,15.65%,36,credit_card,14.31,MS,OTHER,5833.33,680-684,25.0,82586.0,2.0,2 years,15.65,680,69999.96,1
35000,34950.0,21.97%,60,debt_consolidation,19.32,RI,MORTGAGE,14166.67,690-694,14.0,51314.0,3.0,3 years,21.97,690,170000.04,0
10000,10000.0,12.12%,36,debt_consolidation,12.46,CA,MORTGAGE,4375.0,695-699,7.0,11070.0,0.0,5 years,12.12,695,52500.0,0
32350,32350.0,18.49%,36,debt_consolidation,20.14,CT,OWN,6000.0,660-664,15.0,39513.0,1.0,3 years,18.49,660,72000.0,2
16000,16000.0,12.98%,36,debt_consolidation,15.86,CA,MORTGAGE,3600.0,700-704,9.0,26357.0,2.0,3 years,12.98,700,43200.0,0
13750,13750.0,14.09%,36,credit_card,24.77,CA,RENT,3000.0,690-694,12.0,16734.0,1.0,1 year,14.09,690,36000.0,3
5600,5600.0,11.14%,36,credit_card,27.96,NC,MORTGAGE,11666.67,665-669,18.0,194205.0,0.0,10+ years,11.14,665,140000.04,0
21000,20950.0,23.76%,60,debt_consolidation,24.82,KS,RENT,7458.33,660-664,14.0,11973.0,0.0,10+ years,23.76,660,89499.96,3
12000,12000.0,7.90%,36,home_improvement,21.99,MN,MORTGAGE,5416.67,730-734,8.0,28146.0,0.0,10+ years,7.9,730,65000.04,0
12000,12000.0,13.49%,36,debt_consolidation,16.29,NV,MORTGAGE,6250.0,680-684,13.0,13528.0,1.0,7 years,13.49,680,75000.0,0
3600,3600.0,13.99%,36,other,10.0,NY,RENT,5750.0,670-674,8.0,10766.0,2.0,4 years,13.99,670,69000.0,3
25000,15175.0,16.32%,60,debt_consolidation,22.19,PA,MORTGAGE,7083.33,705-709,8.0,9133.0,0.0,4 years,16.32,705,84999.96,0
8400,8400.0,9.25%,60,car,22.47,NM,MORTGAGE,4833.33,760-764,6.0,19187.0,0.0,3 years,9.25,760,57999.96,0
24375,24300.0,15.80%,60,debt_consolidation,30.61,PA,MORTGAGE,4708.33,700-704,18.0,49136.0,0.0,10+ years,15.8,700,56499.96,0
8575,8575.0,15.80%,36,debt_consolidation,34.41,KY,MORTGAGE,4541.67,675-679,15.0,5180.0,1.0,10+ years,15.8,675,54500.04,0
13800,13800.0,12.12%,36,debt_consolidation,17.11,CA,RENT,4250.0,695-699,8.0,11366.0,0.0,< 1 year,12.12,695,51000.0,3
17000,17000.0,11.49%,36,debt_consolidation,13.69,MI,RENT,5083.33,695-699,9.0,13883.0,0.0,4 years,11.49,695,60999.96,3
11000,11000.0,13.67%,36,debt_consolidation,13.44,LA,MORTGAGE,4666.67,675-679,8.0,10482.0,0.0,6 years,13.67,675,56000.04,0
7800,7800.0,14.35%,36,other,21.89,CA,RENT,2508.33,680-684,5.0,25780.0,0.0,< 1 year,14.35,680,30099.96,3
3725,3725.0,10.59%,36,credit_card,18.57,NY,RENT,11666.67,695-699,21.0,43987.0,0.0,10+ years,10.59,695,140000.04,3
11000,11000.0,17.27%,36,other,11.44,WI,MORTGAGE,5000.0,665-669,7.0,10070.0,3.0,10+ years,17.27,665,60000.0,0
8500,8500.0,15.31%,36,debt_consolidation,7.56,CO,RENT,3333.33,670-674,5.0,8844.0,0.0,< 1 year,15.31,670,39999.96,3
10000,10000.0,9.76%,36,credit_card,6.83,MA,RENT,4583.33,705-709,14.0,13511.0,0.0,7 years,9.76,705,54999.96,3
12000,12000.0,11.71%,60,debt_consolidation,23.3,CT,MORTGAGE,4000.0,725-729,8.0,15010.0,0.0,10+ years,11.71,725,48000.0,0
31500,31425.0,12.12%,60,other,21.32,IL,RENT,5250.0,755-759,10.0,11936.0,0.0,10+ years,12.12,755,63000.0,3
19000,19000.0,15.31%,60,debt_consolidation,27.65,FL,RENT,3617.21,705-709,8.0,25692.0,0.0,3 years,15.31,705,43406.52,3
12000,12000.0,10.16%,36,debt_consolidation,14.22,CO,MORTGAGE,8791.67,695-699,10.0,17185.0,2.0,8 years,10.16,695,105500.04,0
19125,19125.0,10.16%,36,debt_consolidation,25.58,FL,RENT,4000.0,725-729,5.0,0.0,0.0,5 years,10.16,725,48000.0,3
6525,6500.0,16.07%,36,other,10.11,MD,RENT,3166.67,700-704,3.0,2494.0,1.0,1 year,16.07,700,38000.04,3
8975,8975.0,7.90%,36,debt_consolidation,21.51,NJ,MORTGAGE,9166.67,725-729,18.0,61613.0,3.0,10+ years,7.9,725,110000.04,0
6000,5975.0,6.03%,36,other,11.41,NY,MORTGAGE,6250.0,780-784,9.0,89985.0,2.0,n/a,6.03,780,75000.0,0
20800,20800.0,19.22%,60,credit_card,15.5,TX,RENT,6916.67,680-684,20.0,28764.0,1.0,10+ years,19.22,680,83000.04,3
8400,8400.0,14.27%,36,debt_consolidation,11.95,NC,MORTGAGE,4166.67,680-684,10.0,16634.0,1.0,10+ years,14.27,680,50000.04,0
20000,20000.0,18.49%,36,debt_consolidation,12.83,FL,MORTGAGE,13583.33,675-679,17.0,30679.0,1.0,< 1 year,18.49,675,162999.96,0
18550,18550.0,12.12%,36,debt_consolidation,11.37,FL,MORTGAGE,3941.0,710-714,14.0,9438.0,0.0,n/a,12.12,710,47292.0,0
9600,9600.0,12.12%,36,credit_card,25.35,CT,RENT,4750.0,685-689,11.0,29475.0,0.0,5 years,12.12,685,57000.0,3
6000,6000.0,6.03%,36,major_purchase,12.68,TX,MORTGAGE,6666.67,775-779,13.0,8581.0,0.0,10+ years,6.03,775,80000.04,0
14000,14000.0,15.31%,36,credit_card,11.35,AZ,RENT,7333.33,680-684,7.0,6229.0,1.0,< 1 year,15.31,680,87999.96,3
17000,16573.33,12.98%,36,debt_consolidation,15.72,AL,RENT,4333.33,705-709,5.0,19053.0,0.0,10+ years,12.98,705,51999.96,3
13250,13225.0,10.65%,36,credit_card,24.96,NJ,RENT,3333.33,700-704,13.0,16192.0,0.0,1 year,10.65,700,39999.96,3
13000,13000.0,9.76%,36,credit_card,24.5,TX,RENT,4166.67,705-709,10.0,15534.0,0.0,6 years,9.76,705,50000.04,3
20000,20000.0,12.12%,36,debt_consolidation,16.35,FL,MORTGAGE,4166.67,700-704,7.0,15917.0,0.0,1 year,12.12,700,50000.04,0
7000,7000.0,15.31%,36,credit_card,15.64,CO,RENT,2666.67,670-674,11.0,11529.0,0.0,5 years,15.31,670,32000.04,3
12000,12000.0,17.27%,36,debt_consolidation,15.07,CO,MORTGAGE,4166.67,665-669,7.0,12318.0,1.0,< 1 year,17.27,665,50000.04,0
4200,4200.0,7.62%,36,debt_consolidation,6.75,IL,OWN,10416.67,735-739,15.0,10819.0,1.0,2 years,7.62,735,125000.04,2
15000,7100.0,11.89%,36,debt_consolidation,12.42,FL,MORTGAGE,5000.0,715-719,15.0,31563.0,3.0,< 1 year,11.89,715,60000.0,0
1775,1775.0,6.54%,36,debt_consolidation,19.77,OH,RENT,3333.33,725-729,11.0,2038.0,0.0,< 1 year,6.54,725,39999.96,3
10000,10000.0,12.12%,36,home_improvement,18.81,NY,MORTGAGE,3250.0,695-699,10.0,19354.0,0.0,10+ years,12.12,695,39000.0,0
14400,14375.0,12.69%,60,debt_consolidation,16.06,GA,RENT,6250.0,730-734,6.0,28675.0,1.0,7 years,12.69,730,75000.0,3
16000,13150.0,8.49%,36,credit_card,10.3,FL,RENT,5416.67,735-739,15.0,15119.0,0.0,6 years,8.49,735,65000.04,3
10000,9975.0,13.48%,36,debt_consolidation,14.57,NV,MORTGAGE,6307.42,680-684,11.0,18823.0,0.0,10+ years,13.48,680,75689.04,0
3000,2950.0,5.79%,36,small_business,8.49,CO,RENT,5416.67,745-749,13.0,10380.0,1.0,1 year,5.79,745,65000.04,3
20000,20000.0,7.90%,36,debt_consolidation,20.95,CA,RENT,4333.33,750-754,9.0,13169.0,1.0,10+ years,7.9,750,51999.96,3
6000,6000.0,15.80%,36,debt_consolidation,21.0,WI,RENT,2176.67,685-689,13.0,4356.0,1.0,2 years,15.8,685,26120.04,3
7050,7050.0,13.49%,36,debt_consolidation,14.05,PA,MORTGAGE,5624.0,680-684,6.0,2530.0,3.0,4 years,13.49,680,67488.0,0
11325,11325.0,12.12%,36,other,8.61,TX,RENT,2833.33,725-729,3.0,9137.0,0.0,10+ years,12.12,725,33999.96,3
2000,2000.0,16.29%,36,home_improvement,30.58,OH,MORTGAGE,4166.67,670-674,9.0,3313.0,1.0,2 years,16.29,670,50000.04,0
11000,6557.05,12.53%,36,other,1.62,CA,RENT,6667.0,690-694,7.0,4526.0,0.0,10+ years,12.53,690,80004.0,3
10000,10000.0,14.33%,36,debt_consolidation,23.56,WA,RENT,2750.0,700-704,4.0,14317.0,0.0,2 years,14.33,700,33000.0,3
15000,15000.0,16.29%,36,credit_card,10.67,CA,RENT,5000.0,665-669,14.0,13611.0,0.0,4 years,16.29,665,60000.0,3
23000,22975.0,18.64%,60,debt_consolidation,21.17,GA,RENT,5166.67,690-694,13.0,23773.0,0.0,6 years,18.64,690,62000.04,3
10000,10000.0,15.31%,36,credit_card,26.03,WA,MORTGAGE,5416.67,675-679,12.0,7161.0,3.0,n/a,15.31,675,65000.04,0
4000,4000.0,12.23%,60,other,2.63,CO,MORTGAGE,9417.0,705-709,5.0,13865.0,0.0,5 years,12.23,705,113004.0,0
13000,12909.48,10.74%,36,debt_consolidation,19.25,CA,RENT,3200.0,715-719,7.0,28032.0,1.0,< 1 year,10.74,715,38400.0,3
5000,525.0,9.33%,36,home_improvement,11.93,WI,MORTGAGE,15000.0,715-719,16.0,60568.0,1.0,2 years,9.33,715,180000.0,0
6400,6400.0,7.51%,36,major_purchase,9.58,IL,RENT,6400.0,735-739,11.0,12306.0,1.0,< 1 year,7.51,735,76800.0,3
3825,3800.0,7.90%,36,small_business,3.72,NY,RENT,3333.33,745-749,3.0,5106.0,0.0,5 years,7.9,745,39999.96,3
8000,8000.0,17.99%,36,debt_consolidation,3.96,FL,RENT,7750.0,660-664,9.0,8080.0,1.0,5 years,17.99,660,93000.0,3
8000,7975.0,17.27%,36,debt_consolidation,8.6,FL,MORTGAGE,1833.33,665-669,7.0,2963.0,1.0,3 years,17.27,665,21999.96,0
6000,6000.0,15.31%,36,debt_consolidation,6.26,NJ,RENT,11833.33,660-664,21.0,21567.0,0.0,5 years,15.31,660,141999.96,3
2500,2500.0,8.90%,36,other,22.49,MO,RENT,2583.33,715-719,7.0,5883.0,3.0,2 years,8.9,715,30999.96,3
10000,10000.0,13.11%,36,debt_consolidation,18.72,CO,RENT,4625.0,685-689,13.0,7411.0,0.0,2 years,13.11,685,55500.0,3
14600,14600.0,9.76%,36,credit_card,29.51,FL,OWN,2500.0,730-734,14.0,23616.0,1.0,2 years,9.76,730,30000.0,2
24000,23800.0,21.14%,60,other,12.92,MI,RENT,9166.67,660-664,7.0,4324.0,0.0,10+ years,21.14,660,110000.04,3
2200,2200.0,7.90%,36,major_purchase,8.16,WA,MORTGAGE,5500.0,770-774,8.0,2927.0,0.0,3 years,7.9,770,66000.0,0
10000,10000.0,13.11%,36,debt_consolidation,18.96,CA,RENT,8744.26,680-684,16.0,27086.0,0.0,< 1 year,13.11,680,104931.12,3
5000,5000.0,9.76%,36,credit_card,28.28,NC,MORTGAGE,4583.33,695-699,15.0,38092.0,0.0,10+ years,9.76,695,54999.96,0
12300,12300.0,7.51%,36,debt_consolidation,22.29,FL,RENT,3750.0,735-739,6.0,27282.0,1.0,7 years,7.51,735,45000.0,3
2500,2500.0,13.22%,36,debt_consolidation,15.6,CA,MORTGAGE,3166.67,690-694,10.0,3777.0,2.0,< 1 year,13.22,690,38000.04,0
15000,14825.0,12.73%,36,other,16.89,PA,MORTGAGE,6691.67,700-704,14.0,14488.0,3.0,3 years,12.73,700,80300.04,0
1000,1000.0,10.74%,36,debt_consolidation,9.0,UT,RENT,1100.0,715-719,5.0,1314.0,0.0,2 years,10.74,715,13200.0,3
18000,17975.0,11.71%,36,debt_consolidation,10.34,AZ,RENT,3540.0,700-704,8.0,14960.0,0.0,< 1 year,11.71,700,42480.0,3
5000,5000.0,15.80%,36,debt_consolidation,17.61,CA,RENT,4583.33,700-704,4.0,4164.0,2.0,7 years,15.8,700,54999.96,3
6000,5956.31,9.99%,36,debt_consolidation,17.86,CO,MORTGAGE,4980.0,685-689,10.0,15280.0,1.0,n/a,9.99,685,59760.0,0
2500,2500.0,10.37%,36,debt_consolidation,24.3,NJ,RENT,2000.0,705-709,10.0,1523.0,0.0,2 years,10.37,705,24000.0,3
6000,6000.0,10.16%,36,home_improvement,6.56,NC,MORTGAGE,2333.33,710-714,6.0,440.0,3.0,8 years,10.16,710,27999.96,0
7000,5525.0,7.75%,36,debt_consolidation,10.37,NV,RENT,4158.0,765-769,13.0,6634.0,0.0,8 years,7.75,765,49896.0,3
4200,4200.0,13.06%,36,major_purchase,13.82,NJ,MORTGAGE,6500.0,680-684,14.0,23653.0,1.0,10+ years,13.06,680,78000.0,0
12500,12500.0,14.09%,36,debt_consolidation,21.5,TX,OWN,2083.33,685-689,9.0,11967.0,0.0,6 years,14.09,685,24999.96,2
15400,9458.33,16.32%,60,house,15.17,VA,RENT,6500.0,695-699,11.0,9989.0,1.0,4 years,16.32,695,78000.0,3
30000,30000.0,17.77%,36,other,9.41,MN,RENT,10192.0,710-714,12.0,24188.0,0.0,< 1 year,17.77,710,122304.0,3
20700,20700.0,16.29%,60,debt_consolidation,32.95,CA,RENT,6250.0,720-724,20.0,22277.0,1.0,7 years,16.29,720,75000.0,3
7000,7000.0,13.11%,36,medical,22.36,IL,MORTGAGE,5833.33,685-689,7.0,28985.0,1.0,5 years,13.11,685,69999.96,0
8000,8000.0,7.90%,36,medical,8.91,NY,RENT,3166.67,755-759,4.0,680.0,0.0,6 years,7.9,755,38000.04,3
18000,18000.0,20.99%,60,credit_card,11.63,CA,RENT,9051.83,670-674,5.0,32394.0,2.0,4 years,20.99,670,108621.96,3
12000,12000.0,6.62%,36,debt_consolidation,4.73,WA,MORTGAGE,7083.33,745-749,9.0,6578.0,1.0,10+ years,6.62,745,84999.96,0
5500,5500.0,12.69%,36,credit_card,19.33,VA,RENT,1800.0,670-674,6.0,12567.0,0.0,4 years,12.69,670,21600.0,3
18000,17975.0,10.99%,60,debt_consolidation,15.35,CA,RENT,5666.67,750-754,12.0,1372.0,0.0,2 years,10.99,750,68000.04,3
